original_step_uid,sub_step_uid,case_external_id,original_step_number,sub_step_index,sub_action_text,sub_expected_text,alignment_mode,original_mapping_status,mapped_keyword_id,mapping_confidence,mapping_notes,mapping_status,canonical_action,element_alias,android_locator_by,android_locator_value,ios_locator_by,ios_locator_value
CCU-230479-1,CCU-230479-1-S1,CCU-230479,1,1,點擊語音命令,切換到語音命令頁面,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-230479-2,CCU-230479-2-S1,CCU-230479,2,1,"voice command : ""turn on all lights""",所有燈開啟正常,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231208-1,CCU-231208-1-S1,CCU-231208,1,1,實體線路操作水位偵測地線放入水瓶中,APP FRESH 水位在高,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231208-1,CCU-231208-1-S2,CCU-231208,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231209-1,CCU-231209-1-S1,CCU-231209,1,1,實體線路操作水位偵測地線放入水瓶中,APP FRESH 水位在中,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231209-1,CCU-231209-1-S2,CCU-231209,1,2,實體線路操作水位偵測綠色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231210-1,CCU-231210-1-S1,CCU-231210,1,1,實體線路操作水位偵測地線放入水瓶中,APP FRESH 水位在低,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231210-1,CCU-231210-1-S2,CCU-231210,1,2,實體線路操作水位偵測黃色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231289-1,CCU-231289-1-S1,CCU-231289,1,1,實體線路操作水位偵測地線放入水瓶中,APP FRESH 水位是空的顯示 [ empty ],index_aligned,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231328-1,CCU-231328-1-S1,CCU-231328,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_1 水位在高 顯示 Full,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231328-1,CCU-231328-1-S2,CCU-231328,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231211-1,CCU-231211-1-S1,CCU-231211,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_1 水位在高,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231211-1,CCU-231211-1-S2,CCU-231211,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231212-1,CCU-231212-1-S1,CCU-231212,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_1 水位在中,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231212-1,CCU-231212-1-S2,CCU-231212,1,2,實體線路操作水位偵測綠色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231213-1,CCU-231213-1-S1,CCU-231213,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_1 水位在低,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231213-1,CCU-231213-1-S2,CCU-231213,1,2,實體線路操作水位偵測黃色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231329-1,CCU-231329-1-S1,CCU-231329,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_1 水位在高 顯示 Full,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231329-1,CCU-231329-1-S2,CCU-231329,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231214-1,CCU-231214-1-S1,CCU-231214,1,1,實體線路操作水位偵測地線放入水瓶中,APP BLACK_1 水位在高,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231214-1,CCU-231214-1-S2,CCU-231214,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231215-1,CCU-231215-1-S1,CCU-231215,1,1,實體線路操作水位偵測地線放入水瓶中,APP BLACK_1 水位在中,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231215-1,CCU-231215-1-S2,CCU-231215,1,2,實體線路操作水位偵測綠色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231216-1,CCU-231216-1-S1,CCU-231216,1,1,實體線路操作水位偵測地線放入水瓶中,APP BLACK_1 水位在低,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231216-1,CCU-231216-1-S2,CCU-231216,1,2,實體線路操作水位偵測黃色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231330-1,CCU-231330-1-S1,CCU-231330,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_1 水位在高 顯示 Full,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231330-1,CCU-231330-1-S2,CCU-231330,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231217-1,CCU-231217-1-S1,CCU-231217,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_2 水位在高,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231217-1,CCU-231217-1-S2,CCU-231217,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231218-1,CCU-231218-1-S1,CCU-231218,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_2 水位在中,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231218-1,CCU-231218-1-S2,CCU-231218,1,2,實體線路操作水位偵測綠色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231219-1,CCU-231219-1-S1,CCU-231219,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_2 水位在低,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231219-1,CCU-231219-1-S2,CCU-231219,1,2,實體線路操作水位偵測黃色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231331-1,CCU-231331-1-S1,CCU-231331,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_1 水位在高 顯示 Full,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231331-1,CCU-231331-1-S2,CCU-231331,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231220-1,CCU-231220-1-S1,CCU-231220,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_3 水位在高,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231220-1,CCU-231220-1-S2,CCU-231220,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231221-1,CCU-231221-1-S1,CCU-231221,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_3 水位在中,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231221-1,CCU-231221-1-S2,CCU-231221,1,2,實體線路操作水位偵測綠色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231222-1,CCU-231222-1-S1,CCU-231222,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_3 水位在低,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231222-1,CCU-231222-1-S2,CCU-231222,1,2,實體線路操作水位偵測黃色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231332-1,CCU-231332-1-S1,CCU-231332,1,1,實體線路操作水位偵測地線放入水瓶中,APP GRAY_1 水位在高 顯示 Full,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231332-1,CCU-231332-1-S2,CCU-231332,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231223-1,CCU-231223-1-S1,CCU-231223,1,1,實體線路操作水位偵測地線放入水瓶中,APP BLACK_2 水位在高,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231223-1,CCU-231223-1-S2,CCU-231223,1,2,實體線路操作水位偵測橘色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231224-1,CCU-231224-1-S1,CCU-231224,1,1,實體線路操作水位偵測地線放入水瓶中,APP BLACK_2 水位在中,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231224-1,CCU-231224-1-S2,CCU-231224,1,2,實體線路操作水位偵測綠色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231225-1,CCU-231225-1-S1,CCU-231225,1,1,實體線路操作水位偵測地線放入水瓶中,APP BLACK_2 水位在低,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231225-1,CCU-231225-1-S2,CCU-231225,1,2,實體線路操作水位偵測黃色線路放進水瓶中,,expected_attached_to_first,unmapped,KW-ALIAS-DEVICE-WIRING,manual,from step splitting parser v1; prefill_v2:device_wiring,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-210-1,CCU-210-1-S1,CCU-210,1,1,開啟 RV 控制 App (iOS 或 Android)。,App 應在合理時間內成功連接至 RV 系統,index_aligned,unmapped,KW-ALIAS-OPEN,manual,from step splitting parser v1; prefill_v1:open_or_enable,manual_only,tap,success_message,pending,pending,pending,pending
CCU-210-1,CCU-210-1-S2,CCU-210,1,2,開啟 RV 控制 App (iOS 或 Android)。,App 主介面應正確顯示，無明顯錯誤或崩潰,index_aligned,unmapped,KW-ALIAS-OPEN,manual,from step splitting parser v1; prefill_v1:open_or_enable,manual_only,tap,error_message,pending,pending,pending,pending
CCU-210-1,CCU-210-1-S3,CCU-210,1,3,開啟 RV 控制 App (iOS 或 Android)。,應能看到 RV 系統的基本狀態 (例如連線成功圖示),index_aligned,unmapped,KW-ALIAS-OPEN,manual,from step splitting parser v1; prefill_v1:open_or_enable,manual_only,tap,success_message,pending,pending,pending,pending
CCU-210-2,CCU-210-2-S1,CCU-210,2,1,觀察 App 是否能成功連接到 RV 系統。,App 應在合理時間內成功連接至 RV 系統,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,success_message,pending,pending,pending,pending
CCU-210-2,CCU-210-2-S2,CCU-210,2,2,觀察 App 是否能成功連接到 RV 系統。,App 主介面應正確顯示，無明顯錯誤或崩潰,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,error_message,pending,pending,pending,pending
CCU-210-2,CCU-210-2-S3,CCU-210,2,3,觀察 App 是否能成功連接到 RV 系統。,應能看到 RV 系統的基本狀態 (例如連線成功圖示),index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,success_message,pending,pending,pending,pending
CCU-210-3,CCU-210-3-S1,CCU-210,3,1,檢查 App 主介面是否正常載入,App 應在合理時間內成功連接至 RV 系統,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,assert_visible,success_message,pending,pending,pending,pending
CCU-210-3,CCU-210-3-S2,CCU-210,3,2,顯示基本控制項或狀態資訊,App 主介面應正確顯示，無明顯錯誤或崩潰,index_aligned,manual_only,,,from step splitting parser v1,unmapped,tap,error_message,pending,pending,pending,pending
CCU-210-3,CCU-210-3-S3,CCU-210,3,3,顯示基本控制項或狀態資訊,應能看到 RV 系統的基本狀態 (例如連線成功圖示),index_aligned,manual_only,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-211-1,CCU-211-1-S1,CCU-211,1,1,透過 App 導航至主燈控制項。,主燈應能被 App 成功開啟和關閉,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,success_message,pending,pending,pending,pending
CCU-211-1,CCU-211-1-S2,CCU-211,1,2,透過 App 導航至主燈控制項。,App 上的燈光狀態應與實際狀態一致,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,todo_alias,pending,pending,pending,pending
CCU-211-1,CCU-211-1-S3,CCU-211,1,3,透過 App 導航至主燈控制項。,操作反應應及時,index_aligned,unmapped,,,from step splitting parser v1,unmapped,tap,todo_alias,pending,pending,pending,pending
CCU-211-2,CCU-211-2-S1,CCU-211,2,1,點擊「開啟」主燈。,主燈應能被 App 成功開啟和關閉,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,success_message,pending,pending,pending,pending
CCU-211-2,CCU-211-2-S2,CCU-211,2,2,點擊「開啟」主燈。,App 上的燈光狀態應與實際狀態一致,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-211-2,CCU-211-2-S3,CCU-211,2,3,點擊「開啟」主燈。,操作反應應及時,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-211-3,CCU-211-3-S1,CCU-211,3,1,觀察主燈實際是否亮起，及 App 狀態是否更新。,主燈應能被 App 成功開啟和關閉,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,success_message,pending,pending,pending,pending
CCU-211-3,CCU-211-3-S2,CCU-211,3,2,觀察主燈實際是否亮起，及 App 狀態是否更新。,App 上的燈光狀態應與實際狀態一致,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-211-3,CCU-211-3-S3,CCU-211,3,3,觀察主燈實際是否亮起，及 App 狀態是否更新。,操作反應應及時,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-211-4,CCU-211-4-S1,CCU-211,4,1,點擊「關閉」主燈。,主燈應能被 App 成功開啟和關閉,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,success_message,pending,pending,pending,pending
CCU-211-4,CCU-211-4-S2,CCU-211,4,2,點擊「關閉」主燈。,App 上的燈光狀態應與實際狀態一致,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-211-4,CCU-211-4-S3,CCU-211,4,3,點擊「關閉」主燈。,操作反應應及時,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-211-5,CCU-211-5-S1,CCU-211,5,1,觀察主燈實際是否熄滅，及 App 狀態是否更新。,主燈應能被 App 成功開啟和關閉,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,success_message,pending,pending,pending,pending
CCU-211-5,CCU-211-5-S2,CCU-211,5,2,觀察主燈實際是否熄滅，及 App 狀態是否更新。,App 上的燈光狀態應與實際狀態一致,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-211-5,CCU-211-5-S3,CCU-211,5,3,觀察主燈實際是否熄滅，及 App 狀態是否更新。,操作反應應及時,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-230480-1,CCU-230480-1-S1,CCU-230480,1,1,點擊語音命令,切換到語音命令頁面,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-230480-2,CCU-230480-2-S1,CCU-230480,2,1,"voice command : ""turn on all lights""",所有燈開啟正常,index_aligned,unmapped,KW-ALIAS-DEVICE-STATE,manual,from step splitting parser v1; prefill_v2:device_state,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231122-1,CCU-231122-1-S1,CCU-231122,1,1,點擊允許,進入下一步,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,permission_allow_button,pending,pending,pending,pending
CCU-231123-1,CCU-231123-1-S1,CCU-231123,1,1,點擊拒絕,進入下一步,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,permission_deny_button,pending,pending,pending,pending
CCU-231124-1,CCU-231124-1-S1,CCU-231124,1,1,點擊使用應用程式時,進入下一步,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,permission_allow_button,pending,pending,pending,pending
CCU-231125-1,CCU-231125-1-S1,CCU-231125,1,1,點擊僅允許這一次,進入下一步,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,permission_allow_button,pending,pending,pending,pending
CCU-231126-1,CCU-231126-1-S1,CCU-231126,1,1,點擊不允許,進入下一步,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,permission_allow_button,pending,pending,pending,pending
CCU-231127-1,CCU-231127-1-S1,CCU-231127,1,1,點擊允許,進入下一步,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,permission_allow_button,pending,pending,pending,pending
CCU-231128-1,CCU-231128-1-S1,CCU-231128,1,1,點擊不允許,進入下一步,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,permission_allow_button,pending,pending,pending,pending
CCU-231129-1,CCU-231129-1-S1,CCU-231129,1,1,查看 APP,出現隱私權政策,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231130-1,CCU-231130-1-S1,CCU-231130,1,1,點擊 APP 隱私權政策 的 Privacy Policy,隱私權政策 有可以點擊的 Privacy Policy,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231131-1,CCU-231131-1-S1,CCU-231131,1,1,查看 APP,進入隱私權政策顯示內文,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231132-1,CCU-231132-1-S1,CCU-231132,1,1,查看 APP 左上角,有返回鍵,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,navigate,back_button,pending,pending,pending,pending
CCU-231133-1,CCU-231133-1-S1,CCU-231133,1,1,查看 APP 下方是否有 AGREE 按鈕,有 AGREE 按鈕,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,agree_button,pending,pending,pending,pending
CCU-231133-1,CCU-231133-1-S2,CCU-231133,1,2,查看 APP 下方是否有 AGREE 按鈕,可以按,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,agree_button,pending,pending,pending,pending
CCU-231134-1,CCU-231134-1-S1,CCU-231134,1,1,查看 APP,出現 press bluetooth button to start connecting your,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,bluetooth_status_label,pending,pending,pending,pending
CCU-231135-1,CCU-231135-1-S1,CCU-231135,1,1,點擊面板藍牙按鈕,APP 顯示 ID,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,bluetooth_status_label,pending,pending,pending,pending
CCU-231136-1,CCU-231136-1-S1,CCU-231136,1,1,查看 APP,有顯示可連線的 ID,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231137-1,CCU-231137-1-S1,CCU-231137,1,1,點擊 APP 上的 ID,有 ID 可以點擊,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231138-1,CCU-231138-1-S1,CCU-231138,1,1,查看 APP,出現倒數30秒,index_aligned,manual_only,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,todo_alias,pending,pending,pending,pending
CCU-231139-1,CCU-231139-1-S1,CCU-231139,1,1,注意聽面板提示聲音,面板提示需要按面板藍牙按鈕兩次,index_aligned,unmapped,KW-ALIAS-CHECK,manual,from step splitting parser v1; prefill_v1:ui_or_device_check,manual_only,tap,bluetooth_status_label,pending,pending,pending,pending
CCU-231140-1,CCU-231140-1-S1,CCU-231140,1,1,點擊面板藍牙按鈕兩次,藍牙按鈕可以點擊,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,bluetooth_status_label,pending,pending,pending,pending
CCU-231141-1,CCU-231141-1-S1,CCU-231141,1,1,輸入 Email,可以正常輸入 Email,index_aligned,manual_only,KW-ALIAS-INPUT,manual,from step splitting parser v1; prefill_v1:input_text,manual_only,input,email_field,pending,pending,pending,pending
CCU-231142-1,CCU-231142-1-S1,CCU-231142,1,1,點擊新增 Google 如引導完成,可以正常連上 Google,index_aligned,manual_only,KW-ALIAS-CLICK,manual,from step splitting parser v1; prefill_v1:ui_action_click,manual_only,tap,success_message,pending,pending,pending,pending
